iso_year,iso_week,week_start,year,month,nao,ea,amo,nao_lag1m,nao_lag2m,nao_lag3m,nao_roll3m,ea_lag1m,ea_lag2m,ea_lag3m,ea_roll3m,amo_lag1m,amo_lag2m,amo_lag3m,amo_roll3m,nao_daily_mean,nao_daily_min,nao_daily_max,nao_daily_n,nao_daily_mean_lag1w,nao_daily_mean_roll4w
1955,24,1955-06-13,1955.0,6.0,-1.1,-1.3,-0.11,-0.34,-0.42,-0.53,-0.6200000000000003,0.51,-1.52,-1.37,-0.77,0.07,-0.08,-0.1,-0.0400000000000002,-0.21314285535897523,-0.5109999775886536,-0.0529999993741512,7,-1.4585714169910975,-0.4948928522478254
1955,25,1955-06-20,1955.0,6.0,-1.1,-1.3,-0.11,-0.34,-0.42,-0.53,-0.6200000000000003,0.51,-1.52,-1.37,-0.77,0.07,-0.08,-0.1,-0.0400000000000002,0.1667142819081034,-0.6669999957084656,0.777999997138977,7,-0.21314285535897523,-0.5356785669656734
1955,26,1955-06-27,1955.0,6.0,-1.1,-1.3,-0.11,-0.34,-0.42,-0.53,-0.6200000000000003,0.51,-1.52,-1.37,-0.77,0.07,-0.08,-0.1,-0.0400000000000002,0.1462857105902263,-0.3860000073909759,0.4779999852180481,7,0.1667142819081034,-0.3396785699629356
1955,27,1955-07-04,1955.0,7.0,1.76,-1.52,0.16,-1.1,-0.34,-0.42,0.10666666666666631,-1.3,0.51,-1.52,-0.77,-0.11,0.07,-0.08,0.0399999999999998,0.9967142854418073,0.7059999704360962,1.3220000267028809,7,0.1462857105902263,0.2741428556452907
1955,28,1955-07-11,1955.0,7.0,1.76,-1.52,0.16,-1.1,-0.34,-0.42,0.10666666666666631,-1.3,0.51,-1.52,-0.77,-0.11,0.07,-0.08,0.0399999999999998,0.928857147693634,0.6520000100135803,1.1080000400543213,7,0.9967142854418073,0.559642856408443
1955,29,1955-07-18,1955.0,7.0,1.76,-1.52,0.16,-1.1,-0.34,-0.42,0.10666666666666631,-1.3,0.51,-1.52,-0.77,-0.11,0.07,-0.08,0.0399999999999998,1.0668571421078272,0.5329999923706055,1.9140000343322756,7,0.928857147693634,0.7846785714583739
1955,30,1955-07-25,1955.0,7.0,1.76,-1.52,0.16,-1.1,-0.34,-0.42,0.10666666666666631,-1.3,0.51,-1.52,-0.77,-0.11,0.07,-0.08,0.0399999999999998,1.0105714116777693,0.8019999861717224,1.4299999475479126,7,1.0668571421078272,1.0007499967302596
1955,31,1955-08-01,1955.0,8.0,1.07,-0.75,0.17,1.76,-1.1,-0.34,0.5766666666666663,-1.52,-1.3,0.51,-1.1900000000000002,0.16,-0.11,0.07,0.07333333333333314,0.37142857377018246,-0.0399999991059303,1.097000002861023,7,1.0105714116777693,0.8444285688123535
1955,32,1955-08-08,1955.0,8.0,1.07,-0.75,0.17,1.76,-1.1,-0.34,0.5766666666666663,-1.52,-1.3,0.51,-1.1900000000000002,0.16,-0.11,0.07,0.07333333333333314,0.4417142868041992,0.123999997973442,0.9079999923706056,7,0.37142857377018246,0.7226428535899947
1955,33,1955-08-15,1955.0,8.0,1.07,-0.75,0.17,1.76,-1.1,-0.34,0.5766666666666663,-1.52,-1.3,0.51,-1.1900000000000002,0.16,-0.11,0.07,0.07333333333333314,0.4897142904145377,0.1800000071525573,1.13100004196167,7,0.4417142868041992,0.5783571406666724
1955,34,1955-08-22,1955.0,8.0,1.07,-0.75,0.17,1.76,-1.1,-0.34,0.5766666666666663,-1.52,-1.3,0.51,-1.1900000000000002,0.16,-0.11,0.07,0.07333333333333314,0.751999997666904,-0.1580000072717666,1.4170000553131104,7,0.4897142904145377,0.5137142871639561
1955,35,1955-08-29,1955.0,8.0,1.07,-0.75,0.17,1.76,-1.1,-0.34,0.5766666666666663,-1.52,-1.3,0.51,-1.1900000000000002,0.16,-0.11,0.07,0.07333333333333314,0.5131428502500057,-0.0970000028610229,1.4869999885559082,7,0.751999997666904,0.5491428562839119
1955,36,1955-09-05,1955.0,9.0,0.32,0.1,0.14,1.07,1.76,-1.1,1.0499999999999996,-0.75,-1.52,-1.3,-0.7233333333333333,0.17,0.16,-0.11,0.15666666666666648,1.0402857065200806,0.4510000050067901,1.784999966621399,7,0.5131428502500057,0.6987857112128822
1955,37,1955-09-12,1955.0,9.0,0.32,0.1,0.14,1.07,1.76,-1.1,1.0499999999999996,-0.75,-1.52,-1.3,-0.7233333333333333,0.17,0.16,-0.11,0.15666666666666648,-0.32214285752602984,-0.8199999928474426,0.3199999928474426,7,1.0402857065200806,0.4958214242277403
1955,38,1955-09-19,1955.0,9.0,0.32,0.1,0.14,1.07,1.76,-1.1,1.0499999999999996,-0.75,-1.52,-1.3,-0.7233333333333333,0.17,0.16,-0.11,0.15666666666666648,-0.7442857092246413,-1.4789999723434448,0.210999995470047,7,-0.32214285752602984,0.12174999750485399
1955,39,1955-09-26,1955.0,9.0,0.32,0.1,0.14,1.07,1.76,-1.1,1.0499999999999996,-0.75,-1.52,-1.3,-0.7233333333333333,0.17,0.16,-0.11,0.15666666666666648,0.3492857211136392,-0.1030000001192092,0.8830000162124634,7,-0.7442857092246413,0.08078571522076236
1955,40,1955-10-03,1955.0,10.0,-1.47,-2.29,0.15,0.32,1.07,1.76,-0.02666666666666691,0.1,-0.75,-1.52,-0.98,0.14,0.17,0.16,0.15333333333333313,-0.3132857180067471,-0.9380000233650208,0.3230000138282776,7,0.3492857211136392,-0.25760714091094455
1955,41,1955-10-10,1955.0,10.0,-1.47,-2.29,0.15,0.32,1.07,1.76,-0.02666666666666691,0.1,-0.75,-1.52,-0.98,0.14,0.17,0.16,0.15333333333333313,-0.8310000002384186,-1.8739999532699585,0.1509999930858612,7,-0.3132857180067471,-0.3848214265890417
1955,42,1955-10-17,1955.0,10.0,-1.47,-2.29,0.15,0.32,1.07,1.76,-0.02666666666666691,0.1,-0.75,-1.52,-0.98,0.14,0.17,0.16,0.15333333333333313,-0.5524285712412426,-1.9470000267028809,0.5090000033378601,7,-0.8310000002384186,-0.33685714209319206
1955,43,1955-10-24,1955.0,10.0,-1.47,-2.29,0.15,0.32,1.07,1.76,-0.02666666666666691,0.1,-0.75,-1.52,-0.98,0.14,0.17,0.16,0.15333333333333313,-1.4557142853736877,-2.246999979019165,-0.2590000033378601,7,-0.5524285712412426,-0.7881071437150238
1955,44,1955-10-31,1955.0,10.0,-1.47,-2.29,0.15,0.32,1.07,1.76,-0.02666666666666691,0.1,-0.75,-1.52,-0.98,0.14,0.17,0.16,0.15333333333333313,-1.481857146535601,-2.002000093460083,-1.1519999504089355,7,-1.4557142853736877,-1.0802500008472373
1955,45,1955-11-07,1955.0,11.0,-1.29,-1.89,0.29,-1.47,0.32,1.07,-0.8133333333333336,-2.29,0.1,-0.75,-1.36,0.15,0.14,0.17,0.19333333333333313,-0.7064285704067775,-1.1200000047683716,-0.550000011920929,7,-1.481857146535601,-1.049107143389327
1955,46,1955-11-14,1955.0,11.0,-1.29,-1.89,0.29,-1.47,0.32,1.07,-0.8133333333333336,-2.29,0.1,-0.75,-1.36,0.15,0.14,0.17,0.19333333333333313,-0.45999999144779785,-0.8799999952316284,0.0080000003799796,7,-0.7064285704067775,-1.0259999984409658
1955,47,1955-11-21,1955.0,11.0,-1.29,-1.89,0.29,-1.47,0.32,1.07,-0.8133333333333336,-2.29,0.1,-0.75,-1.36,0.15,0.14,0.17,0.19333333333333313,-0.5544285731656211,-0.7820000052452087,-0.3580000102519989,7,-0.45999999144779785,-0.8006785703889492
1955,48,1955-11-28,1955.0,11.0,-1.29,-1.89,0.29,-1.47,0.32,1.07,-0.8133333333333336,-2.29,0.1,-0.75,-1.36,0.15,0.14,0.17,0.19333333333333313,0.3855714276432991,-0.3840000033378601,0.7020000219345093,7,-0.5544285731656211,-0.3338214268442241
1955,49,1955-12-05,1955.0,12.0,0.17,0.35,0.12,-1.29,-1.47,0.32,-0.8633333333333336,-1.89,-2.29,0.1,-1.2766666666666666,0.29,0.15,0.14,0.18666666666666645,0.10471428292138238,-0.3709999918937683,0.7229999899864197,7,0.3855714276432991,-0.13103571351218413
1955,50,1955-12-12,1955.0,12.0,0.17,0.35,0.12,-1.29,-1.47,0.32,-0.8633333333333336,-1.89,-2.29,0.1,-1.2766666666666666,0.29,0.15,0.14,0.18666666666666645,-0.6252857148647308,-1.1139999628067017,-0.277999997138977,7,0.10471428292138238,-0.17235714436641736
1955,51,1955-12-19,1955.0,12.0,0.17,0.35,0.12,-1.29,-1.47,0.32,-0.8633333333333336,-1.89,-2.29,0.1,-1.2766666666666666,0.29,0.15,0.14,0.18666666666666645,0.036428564361163526,-0.6460000276565552,0.5109999775886536,7,-0.6252857148647308,-0.0246428599847212
1955,52,1955-12-26,1955.0,12.0,0.17,0.35,0.12,-1.29,-1.47,0.32,-0.8633333333333336,-1.89,-2.29,0.1,-1.2766666666666666,0.29,0.15,0.14,0.18666666666666645,1.1411428451538086,0.753000020980835,1.4249999523162842,7,0.036428564361163526,0.16424999439290616
1956,1,1956-01-02,1956.0,1.0,-0.22,-2.27,0.1,0.17,-1.29,-1.47,-0.446666666666667,0.35,-1.89,-2.29,-1.27,0.12,0.29,0.15,0.1699999999999998,0.757714292300599,-0.3339999914169311,1.2380000352859497,7,1.1411428451538086,0.3274999967377103
1956,2,1956-01-09,1956.0,1.0,-0.22,-2.27,0.1,0.17,-1.29,-1.47,-0.446666666666667,0.35,-1.89,-2.29,-1.27,0.12,0.29,0.15,0.1699999999999998,-0.26914285336221966,-0.4429999887943268,-0.1190000027418136,7,0.757714292300599,0.41653571211333806
1956,3,1956-01-16,1956.0,1.0,-0.22,-2.27,0.1,0.17,-1.29,-1.47,-0.446666666666667,0.35,-1.89,-2.29,-1.27,0.12,0.29,0.15,0.1699999999999998,-0.6014285641057151,-0.8610000014305115,-0.2949999868869781,7,-0.26914285336221966,0.2570714299966185
1956,4,1956-01-23,1956.0,1.0,-0.22,-2.27,0.1,0.17,-1.29,-1.47,-0.446666666666667,0.35,-1.89,-2.29,-1.27,0.12,0.29,0.15,0.1699999999999998,-0.38385714164802004,-0.9589999914169312,0.6690000295639038,7,-0.6014285641057151,-0.12417856670383871
1956,5,1956-01-30,1956.0,1.0,-0.22,-2.27,0.1,0.17,-1.29,-1.47,-0.446666666666667,0.35,-1.89,-2.29,-1.27,0.12,0.29,0.15,0.1699999999999998,0.6165714263916016,0.1040000021457672,0.8069999814033508,7,-0.38385714164802004,-0.15946428318108807
1956,6,1956-02-06,1956.0,2.0,-1.12,-2.61,-0.02,-0.22,0.17,-1.29,-0.39000000000000035,-2.27,0.35,-1.89,-1.51,0.1,0.12,0.29,0.06666666666666647,-0.35971429305417196,-1.0880000591278076,0.1330000013113021,7,0.6165714263916016,-0.1821071431040761
1956,7,1956-02-13,1956.0,2.0,-1.12,-2.61,-0.02,-0.22,0.17,-1.29,-0.39000000000000035,-2.27,0.35,-1.89,-1.51,0.1,0.12,0.29,0.06666666666666647,-0.725857138633728,-0.847000002861023,-0.5899999737739563,7,-0.35971429305417196,-0.21321428673607934
1956,8,1956-02-20,1956.0,2.0,-1.12,-2.61,-0.02,-0.22,0.17,-1.29,-0.39000000000000035,-2.27,0.35,-1.89,-1.51,0.1,0.12,0.29,0.06666666666666647,-0.8282857196671622,-1.062000036239624,-0.5400000214576721,7,-0.725857138633728,-0.3243214312408649
1956,9,1956-02-27,1956.0,2.0,-1.12,-2.61,-0.02,-0.22,0.17,-1.29,-0.39000000000000035,-2.27,0.35,-1.89,-1.51,0.1,0.12,0.29,0.06666666666666647,0.41142858139106203,-0.3140000104904175,0.6930000185966492,7,-0.8282857196671622,-0.37560714249099975
1956,10,1956-03-05,1956.0,3.0,-0.05,-0.39,-0.09,-1.12,-0.22,0.17,-0.46333333333333365,-2.61,-2.27,0.35,-1.7566666666666666,-0.02,0.1,0.12,-0.003333333333333535,0.21799999901226588,0.0710000023245811,0.3630000054836273,7,0.41142858139106203,-0.2311785694743903
1956,11,1956-03-12,1956.0,3.0,-0.05,-0.39,-0.09,-1.12,-0.22,0.17,-0.46333333333333365,-2.61,-2.27,0.35,-1.7566666666666666,-0.02,0.1,0.12,-0.003333333333333535,0.19057142894182882,-0.2249999940395355,0.3980000019073486,7,0.21799999901226588,-0.0020714275805010993
1956,12,1956-03-19,1956.0,3.0,-0.05,-0.39,-0.09,-1.12,-0.22,0.17,-0.46333333333333365,-2.61,-2.27,0.35,-1.7566666666666666,-0.02,0.1,0.12,-0.003333333333333535,-0.01714285662663833,-0.0920000001788139,0.0750000029802322,7,0.19057142894182882,0.20071428817962989
1956,13,1956-03-26,1956.0,3.0,-0.05,-0.39,-0.09,-1.12,-0.22,0.17,-0.46333333333333365,-2.61,-2.27,0.35,-1.7566666666666666,-0.02,0.1,0.12,-0.003333333333333535,-0.22542856952973772,-0.5329999923706055,0.0630000010132789,7,-0.01714285662663833,0.04150000044942993
1956,14,1956-04-02,1956.0,4.0,-1.06,-1.35,-0.1,-0.05,-1.12,-0.22,-0.7433333333333337,-0.39,-2.61,-2.27,-1.45,-0.09,-0.02,0.1,-0.07000000000000021,-0.5307142904826573,-0.7670000195503235,-0.3899999856948852,7,-0.22542856952973772,-0.14567857192430086
1956,15,1956-04-09,1956.0,4.0,-1.06,-1.35,-0.1,-0.05,-1.12,-0.22,-0.7433333333333337,-0.39,-2.61,-2.27,-1.45,-0.09,-0.02,0.1,-0.07000000000000021,-0.9187142934117999,-1.218000054359436,-0.6949999928474426,7,-0.5307142904826573,-0.4230000025127081
1956,16,1956-04-16,1956.0,4.0,-1.06,-1.35,-0.1,-0.05,-1.12,-0.22,-0.7433333333333337,-0.39,-2.61,-2.27,-1.45,-0.09,-0.02,0.1,-0.07000000000000021,-0.3254285699554852,-1.0479999780654907,0.289000004529953,7,-0.9187142934117999,-0.5000714308449198
1956,17,1956-04-23,1956.0,4.0,-1.06,-1.35,-0.1,-0.05,-1.12,-0.22,-0.7433333333333337,-0.39,-2.61,-2.27,-1.45,-0.09,-0.02,0.1,-0.07000000000000021,0.13714285620621272,-0.210999995470047,0.3179999887943268,7,-0.3254285699554852,-0.40942857441093217
1956,18,1956-04-30,1956.0,4.0,-1.06,-1.35,-0.1,-0.05,-1.12,-0.22,-0.7433333333333337,-0.39,-2.61,-2.27,-1.45,-0.09,-0.02,0.1,-0.07000000000000021,0.8260000092642648,0.4309999942779541,1.0679999589920044,7,0.13714285620621272,-0.07024999947420163
1956,19,1956-05-07,1956.0,5.0,2.21,-0.2,-0.22,-1.06,-0.05,-1.12,0.36666666666666625,-1.35,-0.39,-2.61,-0.6466666666666667,-0.1,-0.09,-0.02,-0.13666666666666685,1.2607143095561437,0.8029999732971191,1.5420000553131104,7,0.8260000092642648,0.4746071512677843
1956,20,1956-05-14,1956.0,5.0,2.21,-0.2,-0.22,-1.06,-0.05,-1.12,0.36666666666666625,-1.35,-0.39,-2.61,-0.6466666666666667,-0.1,-0.09,-0.02,-0.13666666666666685,1.0395714214869909,0.828000009059906,1.2960000038146973,7,1.2607143095561437,0.8158571491284032
1956,21,1956-05-21,1956.0,5.0,2.21,-0.2,-0.22,-1.06,-0.05,-1.12,0.36666666666666625,-1.35,-0.39,-2.61,-0.6466666666666667,-0.1,-0.09,-0.02,-0.13666666666666685,1.0988571388380868,0.7509999871253967,1.8240000009536743,7,1.0395714214869909,1.0562857197863718
1956,22,1956-05-28,1956.0,5.0,2.21,-0.2,-0.22,-1.06,-0.05,-1.12,0.36666666666666625,-1.35,-0.39,-2.61,-0.6466666666666667,-0.1,-0.09,-0.02,-0.13666666666666685,1.101142874785832,0.9070000052452089,1.5410000085830688,7,1.0988571388380868,1.1250714361667635
1956,23,1956-06-04,1956.0,6.0,0.1,-0.66,-0.43,2.21,-1.06,-0.05,0.4166666666666663,-0.2,-1.35,-0.39,-0.7366666666666668,-0.22,-0.1,-0.09,-0.2500000000000002,0.7085714297635215,0.3089999854564667,1.212000012397766,7,1.101142874785832,0.9870357162186081
1956,24,1956-06-11,1956.0,6.0,0.1,-0.66,-0.43,2.21,-1.06,-0.05,0.4166666666666663,-0.2,-1.35,-0.39,-0.7366666666666668,-0.22,-0.1,-0.09,-0.2500000000000002,0.5087142874087606,-0.1209999993443489,0.9509999752044678,7,0.7085714297635215,0.8543214326990506
1956,25,1956-06-18,1956.0,6.0,0.1,-0.66,-0.43,2.21,-1.06,-0.05,0.4166666666666663,-0.2,-1.35,-0.39,-0.7366666666666668,-0.22,-0.1,-0.09,-0.2500000000000002,-0.483142865555627,-1.4630000591278076,-0.1159999966621398,7,0.5087142874087606,0.45882143160062205
1956,26,1956-06-25,1956.0,6.0,0.1,-0.66,-0.43,2.21,-1.06,-0.05,0.4166666666666663,-0.2,-1.35,-0.39,-0.7366666666666668,-0.22,-0.1,-0.09,-0.2500000000000002,-1.4622857059751238,-1.722000002861023,-1.2899999618530271,7,-0.483142865555627,-0.1820357135896169
1956,27,1956-07-02,1956.0,7.0,-0.75,-0.45,-0.28,0.1,2.21,-1.06,0.5199999999999996,-0.66,-0.2,-1.35,-0.43666666666666676,-0.43,-0.22,-0.1,-0.3100000000000002,-0.8615714226450238,-1.0199999809265137,-0.6809999942779541,7,-1.4622857059751238,-0.5745714266917532
1956,28,1956-07-09,1956.0,7.0,-0.75,-0.45,-0.28,0.1,2.21,-1.06,0.5199999999999996,-0.66,-0.2,-1.35,-0.43666666666666676,-0.43,-0.22,-0.1,-0.3100000000000002,-0.06442857134555068,-0.2730000019073486,0.1560000032186508,7,-0.8615714226450238,-0.7178571413803311
1956,29,1956-07-16,1956.0,7.0,-0.75,-0.45,-0.28,0.1,2.21,-1.06,0.5199999999999996,-0.66,-0.2,-1.35,-0.43666666666666676,-0.43,-0.22,-0.1,-0.3100000000000002,0.375999998833452,0.0989999994635582,0.5870000123977661,7,-0.06442857134555068,-0.5030714252830613
1956,30,1956-07-23,1956.0,7.0,-0.75,-0.45,-0.28,0.1,2.21,-1.06,0.5199999999999996,-0.66,-0.2,-1.35,-0.43666666666666676,-0.43,-0.22,-0.1,-0.3100000000000002,-0.9371428686593261,-1.6660000085830688,0.1780000030994415,7,0.375999998833452,-0.37178571595411186
1956,31,1956-07-30,1956.0,7.0,-0.75,-0.45,-0.28,0.1,2.21,-1.06,0.5199999999999996,-0.66,-0.2,-1.35,-0.43666666666666676,-0.43,-0.22,-0.1,-0.3100000000000002,-1.4669999991144453,-2.075000047683716,-0.8870000243186951,7,-0.9371428686593261,-0.5231428600714673
1956,32,1956-08-06,1956.0,8.0,-1.37,-1.41,-0.25,-0.75,0.1,2.21,-0.6733333333333338,-0.45,-0.66,-0.2,-0.8400000000000002,-0.28,-0.43,-0.22,-0.32000000000000023,-0.2641428570662226,-0.4819999933242798,-0.0700000002980232,7,-1.4669999991144453,-0.5730714315016352
1956,33,1956-08-13,1956.0,8.0,-1.37,-1.41,-0.25,-0.75,0.1,2.21,-0.6733333333333338,-0.45,-0.66,-0.2,-0.8400000000000002,-0.28,-0.43,-0.22,-0.32000000000000023,-0.8531428703239986,-1.3350000381469729,-0.2619999945163727,7,-0.2641428570662226,-0.8803571487909979
1956,34,1956-08-20,1956.0,8.0,-1.37,-1.41,-0.25,-0.75,0.1,2.21,-0.6733333333333338,-0.45,-0.66,-0.2,-0.8400000000000002,-0.28,-0.43,-0.22,-0.32000000000000023,-0.26471428679568426,-0.7689999938011169,0.2140000015497207,7,-0.8531428703239986,-0.7122500033250875
1956,35,1956-08-27,1956.0,8.0,-1.37,-1.41,-0.25,-0.75,0.1,2.21,-0.6733333333333338,-0.45,-0.66,-0.2,-0.8400000000000002,-0.28,-0.43,-0.22,-0.32000000000000023,-0.4139999966802342,-0.8389999866485596,0.006000000052154,7,-0.26471428679568426,-0.4490000027165346
1956,36,1956-09-03,1956.0,9.0,0.24,-0.42,-0.3,-1.37,-0.75,0.1,-0.6266666666666671,-1.41,-0.45,-0.66,-0.7600000000000001,-0.25,-0.28,-0.43,-0.2766666666666669,0.2765714249440602,-0.231000006198883,0.8989999890327454,7,-0.4139999966802342,-0.31382143221396397
1956,37,1956-09-10,1956.0,9.0,0.24,-0.42,-0.3,-1.37,-0.75,0.1,-0.6266666666666671,-1.41,-0.45,-0.66,-0.7600000000000001,-0.25,-0.28,-0.43,-0.2766666666666669,0.5197142798985753,0.1000000014901161,1.0149999856948853,7,0.2765714249440602,0.02939285534167954
1956,38,1956-09-17,1956.0,9.0,0.24,-0.42,-0.3,-1.37,-0.75,0.1,-0.6266666666666671,-1.41,-0.45,-0.66,-0.7600000000000001,-0.25,-0.28,-0.43,-0.2766666666666669,-0.3374285761799131,-0.7540000081062317,0.125,7,0.5197142798985753,0.011214282995622327
1956,39,1956-09-24,1956.0,9.0,0.24,-0.42,-0.3,-1.37,-0.75,0.1,-0.6266666666666671,-1.41,-0.45,-0.66,-0.7600000000000001,-0.25,-0.28,-0.43,-0.2766666666666669,0.015142860689333501,-0.2879999876022339,0.2930000126361847,7,-0.3374285761799131,0.11849999733801425
1956,40,1956-10-01,1956.0,10.0,0.88,-1.82,-0.09,0.24,-1.37,-0.75,-0.08333333333333375,-0.42,-1.41,-0.45,-1.2166666666666668,-0.3,-0.25,-0.28,-0.2133333333333335,-0.4565714257104056,-0.962000012397766,0.3680000007152557,7,0.015142860689333501,-0.06478571532560219
1956,41,1956-10-08,1956.0,10.0,0.88,-1.82,-0.09,0.24,-1.37,-0.75,-0.08333333333333375,-0.42,-1.41,-0.45,-1.2166666666666668,-0.3,-0.25,-0.28,-0.2133333333333335,0.635857129735606,-0.1209999993443489,1.1519999504089355,7,-0.4565714257104056,-0.03575000286634453
1956,42,1956-10-15,1956.0,10.0,0.88,-1.82,-0.09,0.24,-1.37,-0.75,-0.08333333333333375,-0.42,-1.41,-0.45,-1.2166666666666668,-0.3,-0.25,-0.28,-0.2133333333333335,0.992999999650887,0.0759999975562095,1.83899998664856,7,0.635857129735606,0.2968571410913555
1956,43,1956-10-22,1956.0,10.0,0.88,-1.82,-0.09,0.24,-1.37,-0.75,-0.08333333333333375,-0.42,-1.41,-0.45,-1.2166666666666668,-0.3,-0.25,-0.28,-0.2133333333333335,0.6511428483894893,0.3199999928474426,1.503999948501587,7,0.992999999650887,0.4558571380163945
1956,44,1956-10-29,1956.0,10.0,0.88,-1.82,-0.09,0.24,-1.37,-0.75,-0.08333333333333375,-0.42,-1.41,-0.45,-1.2166666666666668,-0.3,-0.25,-0.28,-0.2133333333333335,-1.169142825262887,-1.631999969482422,-0.2269999980926513,7,0.6511428483894893,0.2777142881282742
1956,45,1956-11-05,1956.0,11.0,0.51,-2.9,-0.14,0.88,0.24,-1.37,0.5433333333333329,-1.82,-0.42,-1.41,-1.7133333333333332,-0.09,-0.3,-0.25,-0.17666666666666686,0.20442857486861093,-0.8460000157356262,0.7179999947547913,7,-1.169142825262887,0.16985714941152535
1956,46,1956-11-12,1956.0,11.0,0.51,-2.9,-0.14,0.88,0.24,-1.37,0.5433333333333329,-1.82,-0.42,-1.41,-1.7133333333333332,-0.09,-0.3,-0.25,-0.17666666666666686,0.7578571353639875,0.5099999904632568,1.1169999837875366,7,0.20442857486861093,0.11107143333980049
1956,47,1956-11-19,1956.0,11.0,0.51,-2.9,-0.14,0.88,0.24,-1.37,0.5433333333333329,-1.82,-0.42,-1.41,-1.7133333333333332,-0.09,-0.3,-0.25,-0.17666666666666686,1.2004285880497523,1.1239999532699585,1.3380000591278076,7,0.7578571353639875,0.24839286825486623
1956,48,1956-11-26,1956.0,11.0,0.51,-2.9,-0.14,0.88,0.24,-1.37,0.5433333333333329,-1.82,-0.42,-1.41,-1.7133333333333332,-0.09,-0.3,-0.25,-0.17666666666666686,0.6378571476255145,0.2319999933242797,1.1690000295639038,7,1.2004285880497523,0.7001428614769666
1956,49,1956-12-03,1956.0,12.0,0.1,-0.96,0.01,0.51,0.88,0.24,0.4966666666666663,-2.9,-1.82,-0.42,-1.8933333333333333,-0.14,-0.09,-0.3,-0.07333333333333354,0.8051428667136601,0.2150000035762787,1.0800000429153442,7,0.6378571476255145,0.8503214344382288
1956,50,1956-12-10,1956.0,12.0,0.1,-0.96,0.01,0.51,0.88,0.24,0.4966666666666663,-2.9,-1.82,-0.42,-1.8933333333333333,-0.14,-0.09,-0.3,-0.07333333333333354,1.169857144355774,0.8619999885559082,1.319000005722046,7,0.8051428667136601,0.9533214366861755
1956,51,1956-12-17,1956.0,12.0,0.1,-0.96,0.01,0.51,0.88,0.24,0.4966666666666663,-2.9,-1.82,-0.42,-1.8933333333333333,-0.14,-0.09,-0.3,-0.07333333333333354,0.2048571471657072,-0.5669999718666077,0.8410000205039978,7,1.169857144355774,0.7044285764651642
1956,52,1956-12-24,1956.0,12.0,0.1,-0.96,0.01,0.51,0.88,0.24,0.4966666666666663,-2.9,-1.82,-0.42,-1.8933333333333333,-0.14,-0.09,-0.3,-0.07333333333333354,-0.637714296579361,-1.1030000448226929,-0.2220000028610229,7,0.2048571471657072,0.38553571541394543
1957,1,1956-12-31,1956.0,12.0,0.1,-0.96,0.01,0.51,0.88,0.24,0.4966666666666663,-2.9,-1.82,-0.42,-1.8933333333333333,-0.14,-0.09,-0.3,-0.07333333333333354,0.25657143177730696,-0.847000002861023,1.0529999732971191,7,-0.637714296579361,0.2483928566798571
1957,2,1957-01-07,1957.0,1.0,1.05,-0.93,-0.16,0.1,0.51,0.88,0.5533333333333329,-0.96,-2.9,-1.82,-1.5966666666666667,0.01,-0.14,-0.09,-0.09666666666666686,0.6094285706058145,0.0149999996647238,0.968999981880188,7,0.25657143177730696,0.10828571324236724
1957,3,1957-01-14,1957.0,1.0,1.05,-0.93,-0.16,0.1,0.51,0.88,0.5533333333333329,-0.96,-2.9,-1.82,-1.5966666666666667,0.01,-0.14,-0.09,-0.09666666666666686,0.05785714888146946,-0.5049999952316284,1.190000057220459,7,0.6094285706058145,0.07153571367130782
1957,4,1957-01-21,1957.0,1.0,1.05,-0.93,-0.16,0.1,0.51,0.88,0.5533333333333329,-0.96,-2.9,-1.82,-1.5966666666666667,0.01,-0.14,-0.09,-0.09666666666666686,0.797571429184505,0.4900000095367431,1.0410000085830688,7,0.05785714888146946,0.4303571451122743
1957,5,1957-01-28,1957.0,1.0,1.05,-0.93,-0.16,0.1,0.51,0.88,0.5533333333333329,-0.96,-2.9,-1.82,-1.5966666666666667,0.01,-0.14,-0.09,-0.09666666666666686,1.1355714287076677,0.9110000133514404,1.4040000438690186,7,0.797571429184505,0.6501071443448645
1957,6,1957-02-04,1957.0,2.0,0.11,0.7,-0.12,1.05,0.1,0.51,0.4199999999999997,-0.93,-0.96,-2.9,-0.39666666666666667,-0.16,0.01,-0.14,-0.09000000000000019,0.3798571436532906,0.0529999993741512,0.7509999871253967,7,1.1355714287076677,0.5927142876067335
1957,7,1957-02-11,1957.0,2.0,0.11,0.7,-0.12,1.05,0.1,0.51,0.4199999999999997,-0.93,-0.96,-2.9,-0.39666666666666667,-0.16,0.01,-0.14,-0.09000000000000019,-0.31457142769691665,-0.5410000085830688,-0.0010000000474974,7,0.3798571436532906,0.49960714346213697
1957,8,1957-02-18,1957.0,2.0,0.11,0.7,-0.12,1.05,0.1,0.51,0.4199999999999997,-0.93,-0.96,-2.9,-0.39666666666666667,-0.16,0.01,-0.14,-0.09000000000000019,0.13185713998973372,-0.4880000054836273,0.6940000057220459,7,-0.31457142769691665,0.3331785711634442
1957,9,1957-02-25,1957.0,2.0,0.11,0.7,-0.12,1.05,0.1,0.51,0.4199999999999997,-0.93,-0.96,-2.9,-0.39666666666666667,-0.16,0.01,-0.14,-0.09000000000000019,0.03442857387874808,-0.5429999828338623,0.44200000166893,7,0.13185713998973372,0.05789285745621427
