year,month,date,nao,ea,amo,nao_lag1m,nao_lag2m,nao_lag3m,nao_roll3m,ea_lag1m,ea_lag2m,ea_lag3m,ea_roll3m,amo_lag1m,amo_lag2m,amo_lag3m,amo_roll3m
1909,12,1909-12-01,,,-0.57,,,,,,,,,-0.65,-0.48,-0.55,-0.5666666666666668
1910,1,1910-01-01,,,-0.64,,,,,,,,,-0.57,-0.65,-0.48,-0.6200000000000001
1910,2,1910-02-01,,,-0.55,,,,,,,,,-0.64,-0.57,-0.65,-0.5866666666666668
1910,3,1910-03-01,,,-0.58,,,,,,,,,-0.55,-0.64,-0.57,-0.5900000000000002
1910,4,1910-04-01,,,-0.59,,,,,,,,,-0.58,-0.55,-0.64,-0.5733333333333335
1910,5,1910-05-01,,,-0.71,,,,,,,,,-0.59,-0.58,-0.55,-0.6266666666666668
1910,6,1910-06-01,,,-0.8,,,,,,,,,-0.71,-0.59,-0.58,-0.7000000000000002
1910,7,1910-07-01,,,-0.86,,,,,,,,,-0.8,-0.71,-0.59,-0.7900000000000001
1910,8,1910-08-01,,,-0.71,,,,,,,,,-0.86,-0.8,-0.71,-0.7900000000000001
1910,9,1910-09-01,,,-0.5,,,,,,,,,-0.71,-0.86,-0.8,-0.6900000000000001
1910,10,1910-10-01,,,-0.48,,,,,,,,,-0.5,-0.71,-0.86,-0.5633333333333335
1910,11,1910-11-01,,,-0.34,,,,,,,,,-0.48,-0.5,-0.71,-0.44000000000000017
1910,12,1910-12-01,,,-0.46,,,,,,,,,-0.34,-0.48,-0.5,-0.4266666666666668
1911,1,1911-01-01,,,-0.5,,,,,,,,,-0.46,-0.34,-0.48,-0.4333333333333335
1911,2,1911-02-01,,,-0.47,,,,,,,,,-0.5,-0.46,-0.34,-0.4766666666666668
1911,3,1911-03-01,,,-0.63,,,,,,,,,-0.47,-0.5,-0.46,-0.5333333333333335
1911,4,1911-04-01,,,-0.7,,,,,,,,,-0.63,-0.47,-0.5,-0.6000000000000001
1911,5,1911-05-01,,,-0.64,,,,,,,,,-0.7,-0.63,-0.47,-0.6566666666666668
1911,6,1911-06-01,,,-0.57,,,,,,,,,-0.64,-0.7,-0.63,-0.6366666666666667
1911,7,1911-07-01,,,-0.55,,,,,,,,,-0.57,-0.64,-0.7,-0.5866666666666669
1911,8,1911-08-01,,,-0.51,,,,,,,,,-0.55,-0.57,-0.64,-0.5433333333333334
1911,9,1911-09-01,,,-0.48,,,,,,,,,-0.51,-0.55,-0.57,-0.5133333333333335
1911,10,1911-10-01,,,-0.4,,,,,,,,,-0.48,-0.51,-0.55,-0.46333333333333354
1911,11,1911-11-01,,,-0.46,,,,,,,,,-0.4,-0.48,-0.51,-0.4466666666666668
1911,12,1911-12-01,,,-0.46,,,,,,,,,-0.46,-0.4,-0.48,-0.44000000000000017
1912,1,1912-01-01,,,-0.5,,,,,,,,,-0.46,-0.46,-0.4,-0.47333333333333344
1912,2,1912-02-01,,,-0.54,,,,,,,,,-0.5,-0.46,-0.46,-0.5000000000000001
1912,3,1912-03-01,,,-0.51,,,,,,,,,-0.54,-0.5,-0.46,-0.5166666666666669
1912,4,1912-04-01,,,-0.48,,,,,,,,,-0.51,-0.54,-0.5,-0.5100000000000002
1912,5,1912-05-01,,,-0.46,,,,,,,,,-0.48,-0.51,-0.54,-0.48333333333333345
1912,6,1912-06-01,,,-0.61,,,,,,,,,-0.46,-0.48,-0.51,-0.5166666666666668
1912,7,1912-07-01,,,-0.84,,,,,,,,,-0.61,-0.46,-0.48,-0.6366666666666668
1912,8,1912-08-01,,,-1.07,,,,,,,,,-0.84,-0.61,-0.46,-0.8400000000000002
1912,9,1912-09-01,,,-0.84,,,,,,,,,-1.07,-0.84,-0.61,-0.9166666666666669
1912,10,1912-10-01,,,-0.64,,,,,,,,,-0.84,-1.07,-0.84,-0.8500000000000002
1912,11,1912-11-01,,,-0.62,,,,,,,,,-0.64,-0.84,-1.07,-0.7000000000000001
1912,12,1912-12-01,,,-0.53,,,,,,,,,-0.62,-0.64,-0.84,-0.5966666666666668
1913,1,1913-01-01,,,-0.49,,,,,,,,,-0.53,-0.62,-0.64,-0.5466666666666667
1913,2,1913-02-01,,,-0.44,,,,,,,,,-0.49,-0.53,-0.62,-0.48666666666666675
1913,3,1913-03-01,,,-0.51,,,,,,,,,-0.44,-0.49,-0.53,-0.48000000000000015
1913,4,1913-04-01,,,-0.77,,,,,,,,,-0.51,-0.44,-0.49,-0.5733333333333334
1913,5,1913-05-01,,,-0.8,,,,,,,,,-0.77,-0.51,-0.44,-0.6933333333333335
1913,6,1913-06-01,,,-0.96,,,,,,,,,-0.8,-0.77,-0.51,-0.8433333333333334
1913,7,1913-07-01,,,-0.88,,,,,,,,,-0.96,-0.8,-0.77,-0.8800000000000002
1913,8,1913-08-01,,,-0.86,,,,,,,,,-0.88,-0.96,-0.8,-0.9
1913,9,1913-09-01,,,-0.77,,,,,,,,,-0.86,-0.88,-0.96,-0.8366666666666668
1913,10,1913-10-01,,,-0.57,,,,,,,,,-0.77,-0.86,-0.88,-0.7333333333333334
1913,11,1913-11-01,,,-0.53,,,,,,,,,-0.57,-0.77,-0.86,-0.6233333333333334
1913,12,1913-12-01,,,-0.37,,,,,,,,,-0.53,-0.57,-0.77,-0.49000000000000005
1914,1,1914-01-01,,,-0.33,,,,,,,,,-0.37,-0.53,-0.57,-0.41000000000000014
1914,2,1914-02-01,,,-0.44,,,,,,,,,-0.33,-0.37,-0.53,-0.3800000000000001
1914,3,1914-03-01,,,-0.63,,,,,,,,,-0.44,-0.33,-0.37,-0.4666666666666668
1914,4,1914-04-01,,,-0.58,,,,,,,,,-0.63,-0.44,-0.33,-0.5500000000000002
1914,5,1914-05-01,,,-0.55,,,,,,,,,-0.58,-0.63,-0.44,-0.5866666666666668
1914,6,1914-06-01,,,-0.67,,,,,,,,,-0.55,-0.58,-0.63,-0.6000000000000002
1914,7,1914-07-01,,,-0.88,,,,,,,,,-0.67,-0.55,-0.58,-0.7000000000000002
1914,8,1914-08-01,,,-0.85,,,,,,,,,-0.88,-0.67,-0.55,-0.8000000000000002
1914,9,1914-09-01,,,-0.53,,,,,,,,,-0.85,-0.88,-0.67,-0.7533333333333335
1914,10,1914-10-01,,,-0.24,,,,,,,,,-0.53,-0.85,-0.88,-0.5400000000000001
1914,11,1914-11-01,,,-0.25,,,,,,,,,-0.24,-0.53,-0.85,-0.34000000000000014
1914,12,1914-12-01,,,-0.29,,,,,,,,,-0.25,-0.24,-0.53,-0.26000000000000006
1915,1,1915-01-01,,,-0.24,,,,,,,,,-0.29,-0.25,-0.24,-0.26000000000000006
1915,2,1915-02-01,,,-0.15,,,,,,,,,-0.24,-0.29,-0.25,-0.22666666666666677
1915,3,1915-03-01,,,-0.11,,,,,,,,,-0.15,-0.24,-0.29,-0.16666666666666677
1915,4,1915-04-01,,,-0.17,,,,,,,,,-0.11,-0.15,-0.24,-0.14333333333333345
1915,5,1915-05-01,,,-0.04,,,,,,,,,-0.17,-0.11,-0.15,-0.10666666666666678
1915,6,1915-06-01,,,-0.02,,,,,,,,,-0.04,-0.17,-0.11,-0.07666666666666677
1915,7,1915-07-01,,,-0.03,,,,,,,,,-0.02,-0.04,-0.17,-0.03000000000000011
1915,8,1915-08-01,,,-0.03,,,,,,,,,-0.03,-0.02,-0.04,-0.02666666666666678
1915,9,1915-09-01,,,-0.04,,,,,,,,,-0.03,-0.03,-0.02,-0.033333333333333444
1915,10,1915-10-01,,,-0.06,,,,,,,,,-0.04,-0.03,-0.03,-0.043333333333333446
1915,11,1915-11-01,,,-0.04,,,,,,,,,-0.06,-0.04,-0.03,-0.04666666666666677
1915,12,1915-12-01,,,-0.08,,,,,,,,,-0.04,-0.06,-0.04,-0.06000000000000011
1916,1,1916-01-01,,,-0.18,,,,,,,,,-0.08,-0.04,-0.06,-0.1000000000000001
1916,2,1916-02-01,,,-0.15,,,,,,,,,-0.18,-0.08,-0.04,-0.1366666666666668
1916,3,1916-03-01,,,-0.33,,,,,,,,,-0.15,-0.18,-0.08,-0.2200000000000001
1916,4,1916-04-01,,,-0.33,,,,,,,,,-0.33,-0.15,-0.18,-0.2700000000000001
1916,5,1916-05-01,,,-0.26,,,,,,,,,-0.33,-0.33,-0.15,-0.3066666666666668
1916,6,1916-06-01,,,-0.27,,,,,,,,,-0.26,-0.33,-0.33,-0.2866666666666668
1916,7,1916-07-01,,,-0.4,,,,,,,,,-0.27,-0.26,-0.33,-0.3100000000000001
1916,8,1916-08-01,,,-0.53,,,,,,,,,-0.4,-0.27,-0.26,-0.40000000000000013
1916,9,1916-09-01,,,-0.44,,,,,,,,,-0.53,-0.4,-0.27,-0.4566666666666668
1916,10,1916-10-01,,,-0.16,,,,,,,,,-0.44,-0.53,-0.4,-0.37666666666666687
1916,11,1916-11-01,,,-0.42,,,,,,,,,-0.16,-0.44,-0.53,-0.34000000000000014
1916,12,1916-12-01,,,-0.47,,,,,,,,,-0.42,-0.16,-0.44,-0.35000000000000014
1917,1,1917-01-01,,,-0.52,,,,,,,,,-0.47,-0.42,-0.16,-0.4700000000000002
1917,2,1917-02-01,,,-0.49,,,,,,,,,-0.52,-0.47,-0.42,-0.49333333333333346
1917,3,1917-03-01,,,-0.52,,,,,,,,,-0.49,-0.52,-0.47,-0.5100000000000001
1917,4,1917-04-01,,,-0.57,,,,,,,,,-0.52,-0.49,-0.52,-0.5266666666666668
1917,5,1917-05-01,,,-0.52,,,,,,,,,-0.57,-0.52,-0.49,-0.5366666666666667
1917,6,1917-06-01,,,-0.43,,,,,,,,,-0.52,-0.57,-0.52,-0.5066666666666668
1917,7,1917-07-01,,,-0.45,,,,,,,,,-0.43,-0.52,-0.57,-0.4666666666666668
1917,8,1917-08-01,,,-0.47,,,,,,,,,-0.45,-0.43,-0.52,-0.4500000000000002
1917,9,1917-09-01,,,-0.68,,,,,,,,,-0.47,-0.45,-0.43,-0.5333333333333335
1917,10,1917-10-01,,,-0.51,,,,,,,,,-0.68,-0.47,-0.45,-0.5533333333333335
1917,11,1917-11-01,,,-0.39,,,,,,,,,-0.51,-0.68,-0.47,-0.5266666666666668
1917,12,1917-12-01,,,-0.3,,,,,,,,,-0.39,-0.51,-0.68,-0.40000000000000013
1918,1,1918-01-01,,,-0.27,,,,,,,,,-0.3,-0.39,-0.51,-0.3200000000000001
1918,2,1918-02-01,,,-0.34,,,,,,,,,-0.27,-0.3,-0.39,-0.3033333333333335
1918,3,1918-03-01,,,-0.5,,,,,,,,,-0.34,-0.27,-0.3,-0.37000000000000016
1918,4,1918-04-01,,,-0.51,,,,,,,,,-0.5,-0.34,-0.27,-0.4500000000000002
1918,5,1918-05-01,,,-0.48,,,,,,,,,-0.51,-0.5,-0.34,-0.4966666666666668
1918,6,1918-06-01,,,-0.58,,,,,,,,,-0.48,-0.51,-0.5,-0.5233333333333334
1918,7,1918-07-01,,,-0.69,,,,,,,,,-0.58,-0.48,-0.51,-0.5833333333333335
1918,8,1918-08-01,,,-0.78,,,,,,,,,-0.69,-0.58,-0.48,-0.6833333333333335
1918,9,1918-09-01,,,-0.72,,,,,,,,,-0.78,-0.69,-0.58,-0.7300000000000001
1918,10,1918-10-01,,,-0.58,,,,,,,,,-0.72,-0.78,-0.69,-0.6933333333333334
1918,11,1918-11-01,,,-0.34,,,,,,,,,-0.58,-0.72,-0.78,-0.5466666666666669
1918,12,1918-12-01,,,-0.15,,,,,,,,,-0.34,-0.58,-0.72,-0.35666666666666685
1919,1,1919-01-01,,,-0.19,,,,,,,,,-0.15,-0.34,-0.58,-0.22666666666666682
1919,2,1919-02-01,,,-0.11,,,,,,,,,-0.19,-0.15,-0.34,-0.15000000000000016
1919,3,1919-03-01,,,-0.11,,,,,,,,,-0.11,-0.19,-0.15,-0.13666666666666683
1919,4,1919-04-01,,,-0.28,,,,,,,,,-0.11,-0.11,-0.19,-0.16666666666666682
1919,5,1919-05-01,,,-0.4,,,,,,,,,-0.28,-0.11,-0.11,-0.2633333333333335
1919,6,1919-06-01,,,-0.54,,,,,,,,,-0.4,-0.28,-0.11,-0.4066666666666669
1919,7,1919-07-01,,,-0.73,,,,,,,,,-0.54,-0.4,-0.28,-0.5566666666666668
1919,8,1919-08-01,,,-0.49,,,,,,,,,-0.73,-0.54,-0.4,-0.5866666666666669
1919,9,1919-09-01,,,-0.31,,,,,,,,,-0.49,-0.73,-0.54,-0.5100000000000001
1919,10,1919-10-01,,,-0.19,,,,,,,,,-0.31,-0.49,-0.73,-0.3300000000000001
1919,11,1919-11-01,,,-0.31,,,,,,,,,-0.19,-0.31,-0.49,-0.2700000000000002
1919,12,1919-12-01,,,-0.37,,,,,,,,,-0.31,-0.19,-0.31,-0.2900000000000001
1920,1,1920-01-01,,,-0.45,,,,,,,,,-0.37,-0.31,-0.19,-0.37666666666666676
1920,2,1920-02-01,,,-0.44,,,,,,,,,-0.45,-0.37,-0.31,-0.42000000000000015
1920,3,1920-03-01,,,-0.42,,,,,,,,,-0.44,-0.45,-0.37,-0.4366666666666668
1920,4,1920-04-01,,,-0.44,,,,,,,,,-0.42,-0.44,-0.45,-0.4333333333333335
1920,5,1920-05-01,,,-0.5,,,,,,,,,-0.44,-0.42,-0.44,-0.45333333333333353
1920,6,1920-06-01,,,-0.62,,,,,,,,,-0.5,-0.44,-0.42,-0.5200000000000001
1920,7,1920-07-01,,,-0.76,,,,,,,,,-0.62,-0.5,-0.44,-0.6266666666666668
1920,8,1920-08-01,,,-0.76,,,,,,,,,-0.76,-0.62,-0.5,-0.7133333333333335
1920,9,1920-09-01,,,-0.52,,,,,,,,,-0.76,-0.76,-0.62,-0.6800000000000002
1920,10,1920-10-01,,,-0.4,,,,,,,,,-0.52,-0.76,-0.76,-0.5600000000000002
1920,11,1920-11-01,,,-0.43,,,,,,,,,-0.4,-0.52,-0.76,-0.4500000000000002
1920,12,1920-12-01,,,-0.42,,,,,,,,,-0.43,-0.4,-0.52,-0.4166666666666668
1921,1,1921-01-01,,,-0.37,,,,,,,,,-0.42,-0.43,-0.4,-0.4066666666666668
1921,2,1921-02-01,,,-0.25,,,,,,,,,-0.37,-0.42,-0.43,-0.34666666666666685
1921,3,1921-03-01,,,-0.24,,,,,,,,,-0.25,-0.37,-0.42,-0.2866666666666668
1921,4,1921-04-01,,,-0.29,,,,,,,,,-0.24,-0.25,-0.37,-0.2600000000000002
1921,5,1921-05-01,,,-0.47,,,,,,,,,-0.29,-0.24,-0.25,-0.3333333333333335
1921,6,1921-06-01,,,-0.48,,,,,,,,,-0.47,-0.29,-0.24,-0.4133333333333335
1921,7,1921-07-01,,,-0.36,,,,,,,,,-0.48,-0.47,-0.29,-0.43666666666666676
1921,8,1921-08-01,,,-0.64,,,,,,,,,-0.36,-0.48,-0.47,-0.49333333333333346
1921,9,1921-09-01,,,-0.44,,,,,,,,,-0.64,-0.36,-0.48,-0.48000000000000015
1921,10,1921-10-01,,,-0.1,,,,,,,,,-0.44,-0.64,-0.36,-0.39333333333333353
1921,11,1921-11-01,,,-0.26,,,,,,,,,-0.1,-0.44,-0.64,-0.26666666666666683
1921,12,1921-12-01,,,-0.16,,,,,,,,,-0.26,-0.1,-0.44,-0.17333333333333348
1922,1,1922-01-01,,,-0.21,,,,,,,,,-0.16,-0.26,-0.1,-0.2100000000000002
1922,2,1922-02-01,,,-0.24,,,,,,,,,-0.21,-0.16,-0.26,-0.2033333333333335
1922,3,1922-03-01,,,-0.42,,,,,,,,,-0.24,-0.21,-0.16,-0.29000000000000015
1922,4,1922-04-01,,,-0.58,,,,,,,,,-0.42,-0.24,-0.21,-0.4133333333333335
1922,5,1922-05-01,,,-0.62,,,,,,,,,-0.58,-0.42,-0.24,-0.5400000000000001
1922,6,1922-06-01,,,-0.6,,,,,,,,,-0.62,-0.58,-0.42,-0.6000000000000002
1922,7,1922-07-01,,,-0.83,,,,,,,,,-0.6,-0.62,-0.58,-0.6833333333333335
1922,8,1922-08-01,,,-0.74,,,,,,,,,-0.83,-0.6,-0.62,-0.7233333333333335
1922,9,1922-09-01,,,-0.64,,,,,,,,,-0.74,-0.83,-0.6,-0.7366666666666668
1922,10,1922-10-01,,,-0.43,,,,,,,,,-0.64,-0.74,-0.83,-0.6033333333333334
1922,11,1922-11-01,,,-0.45,,,,,,,,,-0.43,-0.64,-0.74,-0.5066666666666668
1922,12,1922-12-01,,,-0.38,,,,,,,,,-0.45,-0.43,-0.64,-0.42000000000000015
1923,1,1923-01-01,,,-0.4,,,,,,,,,-0.38,-0.45,-0.43,-0.41000000000000014
1923,2,1923-02-01,,,-0.49,,,,,,,,,-0.4,-0.38,-0.45,-0.4233333333333335
1923,3,1923-03-01,,,-0.53,,,,,,,,,-0.49,-0.4,-0.38,-0.47333333333333344
1923,4,1923-04-01,,,-0.62,,,,,,,,,-0.53,-0.49,-0.4,-0.5466666666666669
1923,5,1923-05-01,,,-0.55,,,,,,,,,-0.62,-0.53,-0.49,-0.5666666666666668
1923,6,1923-06-01,,,-0.66,,,,,,,,,-0.55,-0.62,-0.53,-0.6100000000000002
1923,7,1923-07-01,,,-0.74,,,,,,,,,-0.66,-0.55,-0.62,-0.6500000000000002
1923,8,1923-08-01,,,-0.89,,,,,,,,,-0.74,-0.66,-0.55,-0.7633333333333335
1923,9,1923-09-01,,,-0.72,,,,,,,,,-0.89,-0.74,-0.66,-0.7833333333333335
1923,10,1923-10-01,,,-0.45,,,,,,,,,-0.72,-0.89,-0.74,-0.6866666666666669
1923,11,1923-11-01,,,-0.38,,,,,,,,,-0.45,-0.72,-0.89,-0.5166666666666668
1923,12,1923-12-01,,,-0.13,,,,,,,,,-0.38,-0.45,-0.72,-0.3200000000000001
1924,1,1924-01-01,,,-0.25,,,,,,,,,-0.13,-0.38,-0.45,-0.25333333333333347
1924,2,1924-02-01,,,-0.36,,,,,,,,,-0.25,-0.13,-0.38,-0.2466666666666668
1924,3,1924-03-01,,,-0.32,,,,,,,,,-0.36,-0.25,-0.13,-0.3100000000000001
1924,4,1924-04-01,,,-0.34,,,,,,,,,-0.32,-0.36,-0.25,-0.34000000000000014
1924,5,1924-05-01,,,-0.22,,,,,,,,,-0.34,-0.32,-0.36,-0.2933333333333335
1924,6,1924-06-01,,,-0.39,,,,,,,,,-0.22,-0.34,-0.32,-0.3166666666666668
1924,7,1924-07-01,,,-0.56,,,,,,,,,-0.39,-0.22,-0.34,-0.3900000000000001
1924,8,1924-08-01,,,-0.6,,,,,,,,,-0.56,-0.39,-0.22,-0.5166666666666668
1924,9,1924-09-01,,,-0.57,,,,,,,,,-0.6,-0.56,-0.39,-0.5766666666666668
1924,10,1924-10-01,,,-0.45,,,,,,,,,-0.57,-0.6,-0.56,-0.5400000000000001
1924,11,1924-11-01,,,-0.45,,,,,,,,,-0.45,-0.57,-0.6,-0.49000000000000016
1924,12,1924-12-01,,,-0.4,,,,,,,,,-0.45,-0.45,-0.57,-0.4333333333333335
1925,1,1925-01-01,,,-0.48,,,,,,,,,-0.4,-0.45,-0.45,-0.4433333333333335
1925,2,1925-02-01,,,-0.38,,,,,,,,,-0.48,-0.4,-0.45,-0.42000000000000015
1925,3,1925-03-01,,,-0.38,,,,,,,,,-0.38,-0.48,-0.4,-0.4133333333333335
1925,4,1925-04-01,,,-0.39,,,,,,,,,-0.38,-0.38,-0.48,-0.38333333333333347
1925,5,1925-05-01,,,-0.3,,,,,,,,,-0.39,-0.38,-0.38,-0.35666666666666685
1925,6,1925-06-01,,,-0.45,,,,,,,,,-0.3,-0.39,-0.38,-0.38000000000000017
1925,7,1925-07-01,,,-0.47,,,,,,,,,-0.45,-0.3,-0.39,-0.4066666666666668
1925,8,1925-08-01,,,-0.5,,,,,,,,,-0.47,-0.45,-0.3,-0.47333333333333344
1925,9,1925-09-01,,,-0.42,,,,,,,,,-0.5,-0.47,-0.45,-0.46333333333333343
1925,10,1925-10-01,,,-0.27,,,,,,,,,-0.42,-0.5,-0.47,-0.3966666666666668
1925,11,1925-11-01,,,-0.36,,,,,,,,,-0.27,-0.42,-0.5,-0.35000000000000014
1925,12,1925-12-01,,,-0.15,,,,,,,,,-0.36,-0.27,-0.42,-0.2600000000000002
1926,1,1926-01-01,,,-0.06,,,,,,,,,-0.15,-0.36,-0.27,-0.19000000000000017
1926,2,1926-02-01,,,-0.04,,,,,,,,,-0.06,-0.15,-0.36,-0.08333333333333348
1926,3,1926-03-01,,,-0.17,,,,,,,,,-0.04,-0.06,-0.15,-0.09000000000000015
1926,4,1926-04-01,,,-0.1,,,,,,,,,-0.17,-0.04,-0.06,-0.1033333333333335
1926,5,1926-05-01,,,-0.18,,,,,,,,,-0.1,-0.17,-0.04,-0.15000000000000016
1926,6,1926-06-01,,,-0.23,,,,,,,,,-0.18,-0.1,-0.17,-0.17000000000000015
1926,7,1926-07-01,,,-0.28,,,,,,,,,-0.23,-0.18,-0.1,-0.23000000000000018
1926,8,1926-08-01,,,-0.33,,,,,,,,,-0.28,-0.23,-0.18,-0.2800000000000002
1926,9,1926-09-01,,,-0.22,,,,,,,,,-0.33,-0.28,-0.23,-0.27666666666666684
1926,10,1926-10-01,,,0.07,,,,,,,,,-0.22,-0.33,-0.28,-0.16000000000000014
1926,11,1926-11-01,,,-0.09,,,,,,,,,0.07,-0.22,-0.33,-0.08000000000000014
1926,12,1926-12-01,,,-0.01,,,,,,,,,-0.09,0.07,-0.22,-0.010000000000000146
1927,1,1927-01-01,,,0.01,,,,,,,,,-0.01,-0.09,0.07,-0.030000000000000148
1927,2,1927-02-01,,,0.01,,,,,,,,,0.01,-0.01,-0.09,0.003333333333333183
1927,3,1927-03-01,,,-0.05,,,,,,,,,0.01,0.01,-0.01,-0.010000000000000151
1927,4,1927-04-01,,,-0.1,,,,,,,,,-0.05,0.01,0.01,-0.04666666666666682
1927,5,1927-05-01,,,0.01,,,,,,,,,-0.1,-0.05,0.01,-0.04666666666666682
1927,6,1927-06-01,,,-0.14,,,,,,,,,0.01,-0.1,-0.05,-0.07666666666666681
1927,7,1927-07-01,,,-0.25,,,,,,,,,-0.14,0.01,-0.1,-0.12666666666666682
1927,8,1927-08-01,,,-0.23,,,,,,,,,-0.25,-0.14,0.01,-0.2066666666666668
1927,9,1927-09-01,,,-0.15,,,,,,,,,-0.23,-0.25,-0.14,-0.21000000000000016
1927,10,1927-10-01,,,0.04,,,,,,,,,-0.15,-0.23,-0.25,-0.1133333333333335
1927,11,1927-11-01,,,0.1,,,,,,,,,0.04,-0.15,-0.23,-0.003333333333333475
1927,12,1927-12-01,,,-0.03,,,,,,,,,0.1,0.04,-0.15,0.03666666666666652
1928,1,1928-01-01,,,-0.11,,,,,,,,,-0.03,0.1,0.04,-0.01333333333333348
1928,2,1928-02-01,,,-0.22,,,,,,,,,-0.11,-0.03,0.1,-0.12000000000000015
1928,3,1928-03-01,,,-0.21,,,,,,,,,-0.22,-0.11,-0.03,-0.18000000000000016
1928,4,1928-04-01,,,-0.39,,,,,,,,,-0.21,-0.22,-0.11,-0.2733333333333335
1928,5,1928-05-01,,,-0.36,,,,,,,,,-0.39,-0.21,-0.22,-0.3200000000000001
1928,6,1928-06-01,,,-0.3,,,,,,,,,-0.36,-0.39,-0.21,-0.35000000000000014
1928,7,1928-07-01,,,-0.3,,,,,,,,,-0.3,-0.36,-0.39,-0.3200000000000001
1928,8,1928-08-01,,,-0.33,,,,,,,,,-0.3,-0.3,-0.36,-0.31000000000000016
1928,9,1928-09-01,,,-0.23,,,,,,,,,-0.33,-0.3,-0.3,-0.2866666666666668
1928,10,1928-10-01,,,-0.17,,,,,,,,,-0.23,-0.33,-0.3,-0.2433333333333335
1928,11,1928-11-01,,,-0.2,,,,,,,,,-0.17,-0.23,-0.33,-0.20000000000000018
1928,12,1928-12-01,,,-0.22,,,,,,,,,-0.2,-0.17,-0.23,-0.19666666666666685
1929,1,1929-01-01,,,-0.17,,,,,,,,,-0.22,-0.2,-0.17,-0.19666666666666685
1929,2,1929-02-01,,,-0.17,,,,,,,,,-0.17,-0.22,-0.2,-0.18666666666666684
1929,3,1929-03-01,,,-0.21,,,,,,,,,-0.17,-0.17,-0.22,-0.1833333333333335
1929,4,1929-04-01,,,-0.23,,,,,,,,,-0.21,-0.17,-0.17,-0.20333333333333348
1929,5,1929-05-01,,,-0.46,,,,,,,,,-0.23,-0.21,-0.17,-0.30000000000000016
1929,6,1929-06-01,,,-0.57,,,,,,,,,-0.46,-0.23,-0.21,-0.42000000000000015
1929,7,1929-07-01,,,-0.58,,,,,,,,,-0.57,-0.46,-0.23,-0.5366666666666667
1929,8,1929-08-01,,,-0.53,,,,,,,,,-0.58,-0.57,-0.46,-0.5600000000000002
1929,9,1929-09-01,,,-0.36,,,,,,,,,-0.53,-0.58,-0.57,-0.49000000000000016
1929,10,1929-10-01,,,-0.21,,,,,,,,,-0.36,-0.53,-0.58,-0.36666666666666686
1929,11,1929-11-01,,,-0.22,,,,,,,,,-0.21,-0.36,-0.53,-0.2633333333333335
1929,12,1929-12-01,,,-0.32,,,,,,,,,-0.22,-0.21,-0.36,-0.25000000000000017
1930,1,1930-01-01,,,-0.28,,,,,,,,,-0.32,-0.22,-0.21,-0.2733333333333335
1930,2,1930-02-01,,,-0.33,,,,,,,,,-0.28,-0.32,-0.22,-0.3100000000000002
1930,3,1930-03-01,,,-0.33,,,,,,,,,-0.33,-0.28,-0.32,-0.3133333333333335
1930,4,1930-04-01,,,-0.51,,,,,,,,,-0.33,-0.33,-0.28,-0.3900000000000001
1930,5,1930-05-01,,,-0.36,,,,,,,,,-0.51,-0.33,-0.33,-0.40000000000000013
1930,6,1930-06-01,,,-0.38,,,,,,,,,-0.36,-0.51,-0.33,-0.4166666666666668
1930,7,1930-07-01,,,-0.32,,,,,,,,,-0.38,-0.36,-0.51,-0.3533333333333335
1930,8,1930-08-01,,,-0.38,,,,,,,,,-0.32,-0.38,-0.36,-0.36000000000000015
1930,9,1930-09-01,,,-0.11,,,,,,,,,-0.38,-0.32,-0.38,-0.2700000000000002
1930,10,1930-10-01,,,0.1,,,,,,,,,-0.11,-0.38,-0.32,-0.13000000000000014
1930,11,1930-11-01,,,0.17,,,,,,,,,0.1,-0.11,-0.38,0.0533333333333332
1930,12,1930-12-01,,,0.08,,,,,,,,,0.17,0.1,-0.11,0.11666666666666653
1931,1,1931-01-01,,,0.06,,,,,,,,,0.08,0.17,0.1,0.10333333333333321
1931,2,1931-02-01,,,-0.01,,,,,,,,,0.06,0.08,0.17,0.04333333333333319
1931,3,1931-03-01,,,0.03,,,,,,,,,-0.01,0.06,0.08,0.026666666666666516
1931,4,1931-04-01,,,0.02,,,,,,,,,0.03,-0.01,0.06,0.013333333333333183
1931,5,1931-05-01,,,0.06,,,,,,,,,0.02,0.03,-0.01,0.036666666666666514
1931,6,1931-06-01,,,0.01,,,,,,,,,0.06,0.02,0.03,0.02999999999999985
1931,7,1931-07-01,,,-0.13,,,,,,,,,0.01,0.06,0.02,-0.020000000000000153
1931,8,1931-08-01,,,-0.17,,,,,,,,,-0.13,0.01,0.06,-0.09666666666666683
1931,9,1931-09-01,,,-0.02,,,,,,,,,-0.17,-0.13,0.01,-0.10666666666666681
1931,10,1931-10-01,,,0.17,,,,,,,,,-0.02,-0.17,-0.13,-0.006666666666666811
1931,11,1931-11-01,,,0.03,,,,,,,,,0.17,-0.02,-0.17,0.05999999999999986
1931,12,1931-12-01,,,0.09,,,,,,,,,0.03,0.17,-0.02,0.09666666666666653
1932,1,1932-01-01,,,0.16,,,,,,,,,0.09,0.03,0.17,0.0933333333333332
1932,2,1932-02-01,,,0.2,,,,,,,,,0.16,0.09,0.03,0.14999999999999986
1932,3,1932-03-01,,,0.16,,,,,,,,,0.2,0.16,0.09,0.1733333333333332
1932,4,1932-04-01,,,0.12,,,,,,,,,0.16,0.2,0.16,0.15999999999999984
